,0,1,2,3,4,5,6,7,8,9,10
317,199152, 224504, 190793, 199234, 203357, 229873, 228795, 183466, 201931, 242393,199152
318,199952, 219546, 215572, 204370, 202501, 214933, 180281, 193091, 226370, 228802,199952
319,251857, 237192, 219413, 158851, 237799, 244385, 234525, 213696, 223011, 232101,251857
320,214169, 197891, 236843, 201399, 237793, 242034, 190565, 245545, 232685, 239233,214169
321,240210, 144429, 238224, 237116, 216699, 215011, 201491, 163761, 238235, 233055,240210
322,217193, 239566, 220676, 245816, 215267, 107261, 202787, 233568, 138336, 236690,217193
323,215373, 227599, 222051, 220523, 210863, 237222, 183820, 178584, 189506, 206327,215373
324,238372, 160056, 202283, 212485, 195057, 225479, 230502, 235074, 219584, 204939,238372
325,210047, 221931, 233781, 226051, 239358, 245497, 212445, 213815, 235647, 226442,210047
326,200322, 234060, 233711, 238942, 212459, 153062, 242908, 245798, 251336, 211565,200322
327,239336, 242164, 223997, 248091, 211203, 202857, 188959, 196219, 157503, 217731,239336
328,232505, 232546, 248145, 240627, 209786, 235805, 220196, 236811, 201220, 214110,232505
329,221671, 209529, 234950, 235634, 250969, 239039, 221095, 214039, 194138, 239409,221671
330,243960, 200073, 233808, 245135, 240437, 197647, 202014, 225843, 251102, 225548,243960
331,239076, 204838, 182179, 207866, 242987, 231131, 229355, 233633, 241147, 160016,239076
332,170988, 235562, 234822, 237351, 239744, 203004, 219837, 159931, 229352, 232439,170988
333,251102, 225995, 208589, 216468, 207892, 193164, 236572, 203428, 203292, 217287,251102
334,221425, 201136, 199580, 248384, 110787, 161776, 210783, 232560, 213092, 240099,221425
335,213095, 51921, 224371, 220041, 226580, 199964, 200463, 187154, 221445, 219647,213095
336,219861, 225873, 165493, 237020, 224198, 240850, 180635, 219177, 243882, 182156,219861
337,204227, 206114, 235370, 238752, 205211, 225016, 227790, 202458, 190752, 204963,204227
338,246309, 228610, 223046, 205218, 228715, 219861, 177793, 240275, 229724, 238205,246309
339,191330, 217616, 229147, 223404, 187993, 243629, 205582, 251609, 239583, 179800,191330
340,203604, 160204, 240155, 230275, 221014, 194669, 230486, 225733, 165502, 193123,203604
341,223248, 182451, 171394, 219558, 202162, 229782, 239755, 169938, 238222, 245686,223248
342,190883, 229321, 202827, 238499, 237020, 193645, 231821, 199577, 209937, 230214,190883
343,243847, 222457, 218747, 190264, 184431, 222040, 203038, 238005, 210368, 211954,243847
344,246649, 190438, 227790, 242117, 251630, 208835, 199169, 204939, 234827, 232320,246649
345,208384, 200922, 244075, 222449, 228383, 244380, 157295, 203888, 234060, 233276,208384
346,251390, 193023, 196143, 211299, 165502, 163050, 200086, 252290, 118794, 200461,251390
347,220948, 175598, 213591, 198899, 169333, 224186, 221445, 192283, 224673, 188017,220948
348,214689, 245122, 177544, 227788, 210046, 244263, 199419, 222372, 204164, 225253,214689
349,207926, 184334, 235169, 252302, 169051, 233207, 232205, 228336, 240039, 245792,207926
350,208968, 209830, 251248, 204776, 207868, 232314, 243342, 234216, 205588, 182897,208968
351,243538, 221896, 248058, 251687, 238135, 226711, 231945, 237958, 211345, 191059,243538
352,237926, 251041, 195313, 245624, 244259, 238637, 241614, 203862, 204316, 219571,237926
353,230503, 211785, 227884, 193317, 240095, 111661, 189061, 221354, 199121, 209453,230503
354,194334, 203423, 230190, 198368, 232432, 207634, 213446, 192715, 192593, 173815,194334
355,169595, 184927, 227975, 240227, 210690, 230466, 235096, 164375, 242689, 199008,169595
356,226773, 230042, 242092, 211176, 215390, 179646, 228144, 183556, 240521, 133249,226773
357,217086, 182002, 193804, 226630, 193061, 206485, 244768, 225711, 237369, 220356,217086
358,208631, 210244, 242642, 212816, 230967, 193512, 225355, 223962, 212431, 244212,208631
359,190934, 243360, 160126, 231227, 182451, 212932, 136363, 225034, 252012, 227565,190934
360,245033, 244357, 182761, 138722, 214594, 216106, 234062, 219626, 169481, 152870,245033
361,244655, 198024, 189288, 201956, 189938, 194665, 241049, 223760, 241293, 188768,244655
362,196978, 202686, 236365, 182495, 239716, 142592, 177571, 182178, 189035, 206327,196978
363,245131, 186122, 239947, 188688, 186681, 251823, 231567, 190516, 230171, 228080,245131
364,205094, 242048, 244530, 238607, 223122, 245165, 220570, 220118, 242614, 204084,205094
365,204385, 231030, 208291, 169216, 188563, 242980, 217803, 205988, 206054, 231606,204385
366,214968, 205026, 235889, 177326, 237024, 162508, 200667, 237032, 231228, 240775,214968
367,242013, 225997, 243954, 139368, 240045, 214355, 244660, 239305, 212140, 210881,242013
368,200928, 251082, 183646, 214575, 240121, 231323, 240017, 214319, 224836, 198631,200928
369,234740, 210380, 176676, 224250, 235002, 226716, 245325, 160173, 239629, 236480,234740
370,186351, 233207, 220018, 198749, 242786, 190430, 227825, 198608, 199555, 232708,186351
371,227617, 225809, 251211, 241412, 244969, 169938, 235303, 186140, 199812, 190778,227617
372,229361, 216067, 157304, 213170, 232294, 212445, 199378, 240641, 229195, 240792,229361
373,236854, 225013, 242204, 164853, 231139, 193697, 225341, 227633, 208164, 238947,236854
374,193860, 177270, 178253, 232639, 199014, 239937, 202312, 213949, 244646, 208371,193860
375,191068, 221219, 221144, 170309, 226723, 243665, 244043, 135697, 240351, 234893,191068
376,207712, 219803, 237131, 245436, 196899, 222843, 152620, 186745, 202166, 225999,207712
377,145020, 212219, 220054, 168610, 208531, 230222, 49511, 181816, 221648, 192302,145020
378,237365, 245898, 232816, 235381, 219451, 214163, 251326, 246723, 206561, 234073,237365
379,243481, 230674, 237176, 232755, 198355, 231786, 230044, 221413, 202968, 238074,243481
380,214515, 224461, 10899, 160095, 210126, 236905, 251444, 224444, 173818, 225033,214515
381,242921, 210047, 225694, 139058, 179931, 212106, 151498, 235498, 247904, 220033,242921
382,211004, 220816, 235830, 209109, 226162, 243660, 193276, 201136, 240807, 204761,211004
383,234151, 229781, 223393, 230850, 229255, 200914, 236441, 189962, 153062, 239272,234151
384,225530, 246165, 217813, 228827, 235863, 230186, 208808, 221174, 229019, 219680,225530
385,235472, 231701, 203624, 202491, 168585, 225534, 221587, 215192, 229436, 46857,235472
386,177934, 210258, 158372, 248775, 235775, 212065, 160146, 231123, 234399, 211395,177934
387,235863, 240804, 239332, 221831, 236242, 212140, 205361, 240738, 225356, 239355,235863
388,222259, 211000, 251317, 209988, 244640, 237217, 191687, 204882, 209729, 228908,222259
389,199352, 210236, 228692, 159922, 222639, 189513, 191921, 221174, 160164, 169345,199352
390,206577, 241686, 195834, 215604, 215159, 245089, 221953, 238830, 203362, 176920,206577
391,221498, 201857, 221549, 236994, 212000, 237348, 232507, 177320, 198538, 193344,221498
392,197975, 200510, 238947, 208379, 224440, 246065, 186950, 163264, 229770, 243367,197975
393,216155, 233986, 235266, 205548, 216459, 233034, 251690, 227892, 237890, 209988,216155
394,243096, 216239, 209552, 142754, 251173, 231390, 183855, 236645, 166706, 224408,243096
395,229758, 239948, 137267, 238682, 242201, 240658, 178284, 188145, 192962, 244900,229758
396,243017, 233505, 192695, 113524, 199398, 245138, 198810, 189544, 251959, 245436,243017
397,197031, 199014, 138390, 230344, 230510, 223511, 240664, 251170, 223653, 177568,197031
398,209024, 223676, 225310, 214355, 245630, 223502, 216699, 239382, 181318, 235152,209024
399,224952, 231351, 220038, 239393, 192126, 238913, 229065, 234788, 204554, 238076,224952
400,228216, 233230, 226122, 202243, 227792, 178284, 167497, 219803, 247332, 223867,228216
401,247853, 215256, 239918, 244535, 246829, 238955, 194216, 215546, 247336, 190283,247853
402,231323, 243995, 234807, 238911, 237032, 222308, 233523, 171033, 232731, 243234,231323
403,180593, 219874, 104389, 235519, 240008, 215211, 225127, 232722, 240664, 138336,180593
404,209729, 237026, 208302, 222204, 224656, 215018, 159917, 203138, 240768, 231244,209729
405,248128, 239566, 245029, 193473, 235353, 206402, 229491, 231863, 193276, 191160,248128
406,238962, 203426, 234722, 216939, 205961, 209024, 228513, 238345, 226430, 157407,238962
407,198825, 167841, 218988, 167665, 194999, 244943, 224163, 169701, 233483, 252798,198825
408,219626, 199235, 227878, 189357, 238070, 210985, 233329, 247185, 193164, 192824,219626
409,229453, 183895, 235779, 139476, 200517, 230516, 223247, 205386, 165788, 244780,229453
410,221797, 173221, 228610, 239993, 194845, 243618, 231962, 252029, 194727, 220944,221797
411,169321, 197391, 45129, 215056, 245382, 219936, 220677, 223011, 220611, 203690,169321
412,244440, 161733, 227810, 235234, 241462, 210118, 228582, 210646, 209769, 204082,244440
413,231733, 247027, 217696, 200966, 195363, 252471, 217807, 121134, 234252, 191076,231733
414,242980, 148803, 224576, 228106, 240685, 245489, 237771, 203483, 201533, 217998,242980
415,252121, 239053, 228098, 203747, 236507, 223330, 204614, 203265, 230299, 230523,252121
416,150590, 239317, 205402, 251644, 211063, 176895, 250759, 216815, 216433, 235205,150590
417,220052, 203505, 212725, 210903, 241392, 235076, 237926, 231612, 140422, 221050,220052
418,221462, 183129, 202204, 227509, 192557, 223143, 216037, 232509, 201958, 216746,221462
419,231612, 236905, 213253, 224719, 221985, 243741, 210615, 201931, 225510, 213894,231612
420,191089, 245158, 219486, 238049, 230165, 212723, 233400, 193077, 225033, 231701,191089
421,247000, 171320, 240857, 197921, 53110, 236172, 172520, 238284, 189332, 240388,247000
422,230020, 221567, 198717, 198825, 243096, 208386, 228022, 176585, 230145, 186788,230020
423,246714, 199347, 198135, 221179, 211454, 222160, 237204, 149184, 185163, 158540,246714
424,204203, 222994, 236590, 234989, 177358, 171896, 246007, 49486, 237769, 211270,204203
425,232430, 214440, 225034, 210202, 245622, 203504, 225161, 203015, 172937, 245275,232430
426,244502, 199421, 230631, 228185, 199691, 156299, 199452, 193267, 199986, 213113,244502
427,234102, 217730, 155694, 223074, 225812, 236290, 238656, 235479, 232916, 198011,234102
428,227599, 245470, 193953, 237642, 234982, 232708, 239134, 236298, 212459, 214177,227599
429,208544, 234612, 202693, 186565, 222432, 191730, 233373, 243093, 209484, 231667,208544
430,138507, 212214, 234525, 202968, 237509, 231685, 251654, 193148, 241913, 201179,138507
431,239458, 244316, 230839, 226442, 221518, 224826, 238717, 212491, 175934, 201138,239458
432,238489, 245132, 115533, 224316, 162328, 245776, 244952, 204939, 215391, 137506,238489
433,224010, 219780, 183066, 220793, 232836, 189510, 235300, 224855, 230529, 220531,224010
434,205094, 213956, 213107, 243623, 238503, 205869, 232415, 159040, 216627, 52340,205094
435,199689, 204459, 243560, 241907, 206109, 138722, 234284, 224461, 229210, 237952,199689
436,237158, 234239, 211621, 209359, 235893, 205861, 209644, 204102, 232127, 239755,237158
437,210126, 209717, 232433, 199023, 224445, 146058, 214807, 241093, 232505, 215383,210126
438,205674, 244753, 237188, 228307, 153938, 224558, 230276, 246249, 191111, 193173,205674
439,160179, 188005, 231858, 223306, 150477, 158144, 236701, 190432, 239744, 215985,160179
440,188086, 252205, 200593, 238697, 158167, 230839, 168253, 184344, 215368, 230779,188086
441,54008, 211398, 204520, 240986, 241938, 220337, 190636, 214201, 219106, 216508,54008
442,234060, 245528, 170570, 198250, 208493, 246772, 242634, 243613, 203264, 211398,234060
443,203376, 208984, 236817, 213736, 184422, 234033, 165536, 203558, 216048, 191154,203376
444,205193, 224836, 209453, 209378, 233472, 232395, 228240, 240135, 158293, 199184,205193
445,238925, 160770, 176545, 216079, 218660, 246337, 222743, 231320, 169447, 137166,238925
446,240857, 184287, 237415, 188625, 224407, 193283, 201262, 212298, 248136, 228874,240857
447,193186, 241929, 183789, 251041, 220033, 233201, 163369, 216594, 193735, 212087,193186
448,244177, 232477, 189819, 214046, 232325, 152620, 153160, 251348, 202395, 54050,244177
449,155964, 244075, 210902, 239845, 116308, 172691, 205330, 246337, 184635, 203801,155964
450,223732, 238910, 226866, 139997, 236689, 158969, 226108, 202225, 222825, 211068,223732
451,230144, 240075, 221772, 171620, 212532, 234982, 244753, 166074, 251071, 198253,230144
452,206425, 193103, 205409, 236843, 245056, 196143, 203377, 237745, 216409, 206558,206425
453,231842, 251336, 219948, 235074, 238594, 220588, 220763, 206327, 235916, 229713,231842
454,178616, 230534, 236703, 217758, 245275, 232270, 237050, 170350, 240647, 240898,178616
455,212338, 221488, 209499, 208015, 189234, 218591, 158902, 242998, 236393, 208566,212338
456,243592, 215449, 227082, 239797, 237146, 219721, 231113, 177934, 235777, 236811,243592
457,181404, 244075, 205360, 144440, 199684, 239431, 225001, 189035, 204727, 212087,181404
458,234070, 176993, 191108, 239382, 230800, 175961, 252343, 236454, 245413, 197838,234070
459,204217, 224854, 200298, 133249, 230183, 162211, 188935, 195313, 233738, 198023,204217
460,206113, 197907, 252062, 225147, 181404, 235815, 193420, 244115, 225674, 186331,206113
461,205369, 198899, 198599, 241750, 239428, 142818, 183987, 167549, 245476, 229065,205369
462,199726, 200574, 216076, 214765, 176994, 247268, 239776, 244570, 187517, 202493,199726
463,206436, 216794, 211691, 245481, 242336, 246854, 181917, 230624, 226127, 183453,206436
464,222715, 180819, 204092, 238374, 243449, 106231, 238857, 232752, 200667, 247309,222715
465,239101, 172862, 170877, 160104, 235812, 238803, 207836, 189196, 244810, 244217,239101
466,192328, 202014, 214354, 204816, 208862, 232715, 159028, 214621, 230372, 207558,192328
467,208316, 246283, 206649, 227668, 221534, 247057, 224418, 204677, 199347, 191800,208316
468,198632, 211320, 169644, 208166, 137419, 245771, 202243, 203979, 234854, 229507,198632
469,162280, 211864, 198517, 205735, 215333, 169333, 230308, 245393, 234239, 240994,162280
470,204311, 245864, 221807, 199002, 232505, 187533, 186869, 238219, 199669, 181786,204311
471,239189, 213545, 203751, 223122, 248112, 172283, 251002, 186200, 193059, 234611,239189
472,233260, 202457, 168629, 245606, 205990, 239432, 238559, 194050, 235661, 211623,233260
473,237936, 236681, 245393, 241150, 236705, 236638, 212536, 177404, 190611, 221852,237936
474,229752, 199684, 239737, 242748, 223982, 193512, 252335, 232411, 246562, 177156,229752
475,225756, 225999, 218887, 202841, 232452, 230625, 238981, 182409, 223959, 224263,225756
476,226835, 240043, 206089, 245518, 216522, 211302, 231823, 202238, 244013, 163908,226835
477,192528, 232161, 244699, 169195, 243153, 233142, 230281, 223676, 230172, 215822,192528
478,197391, 237249, 238939, 252302, 210806, 235893, 39386, 210555, 231290, 235997,197391
479,234259, 209177, 221479, 230231, 242608, 202896, 150106, 243532, 201409, 189251,234259
480,241086, 211565, 237091, 225033, 214747, 187837, 213835, 251294, 252487, 239669,241086
481,242619, 198474, 242110, 248091, 239226, 182728, 239441, 212622, 193875, 205331,242619
482,205555, 210902, 234858, 169737, 225999, 194718, 239990, 181796, 211300, 242126,205555
483,19975, 208963, 226189, 244660, 214026, 222840, 195687, 221732, 188762, 228860,19975
484,222134, 200726, 241658, 192778, 225850, 251704, 199789, 210361, 233717, 170514,222134
485,229496, 203393, 239950, 250902, 245414, 159202, 239004, 227894, 221680, 212718,229496
486,235579, 215855, 237659, 230872, 230278, 205985, 243059, 169607, 237698, 170095,235579
487,185316, 170481, 232367, 187072, 242585, 188829, 203606, 169907, 212513, 252384,185316
488,233215, 213556, 239461, 193376, 244951, 163998, 236854, 231807, 160295, 214493,233215
489,214730, 243740, 215283, 203815, 227148, 171677, 238238, 245245, 241093, 181910,214730
490,160034, 233957, 168629, 204164, 237513, 229196, 192012, 235815, 210805, 224650,160034
491,238683, 245856, 235207, 225100, 234686, 207862, 242197, 229699, 234509, 138704,238683
492,239461, 160198, 204970, 238319, 205726, 244287, 238237, 215855, 198377, 228791,239461
493,230339, 163631, 208093, 169912, 213667, 198195, 241440, 198599, 231307, 192165,230339
494,213689, 237776, 185373, 246645, 203505, 238194, 239174, 236570, 225722, 201271,213689
495,210140, 221986, 186119, 224403, 234235, 193884, 216492, 201888, 237339, 194404,210140
496,138110, 209830, 248718, 226723, 163402, 209444, 212491, 244400, 242987, 190826,138110
497,240445, 162892, 190520, 200319, 216815, 167524, 200672, 241025, 228124, 222660,240445
498,204847, 229079, 223909, 235579, 210646, 229104, 211840, 178077, 229739, 251659,204847
499,160206, 210783, 222574, 251696, 205961, 244810, 239431, 201179, 243989, 225557,160206
500,213694, 104442, 167329, 239965, 142721, 238955, 202841, 222994, 248709, 238234,213694
501,176942, 247896, 174670, 232955, 192043, 223960, 250723, 231416, 212350, 228691,176942
502,233292, 229011, 204402, 225678, 208723, 232754, 198584, 225034, 177280, 241088,233292
503,169588, 193688, 202049, 200360, 243244, 241210, 19410, 232907, 214300, 234977,169588
504,201408, 247719, 179757, 207734, 218658, 101344, 252560, 211221, 165564, 236270,201408
505,223273, 218359, 232879, 201857, 188818, 235215, 159912, 160121, 214987, 227599,223273
506,205406, 221363, 214495, 208297, 204234, 245392, 232413, 202312, 227535, 200395,205406
507,185064, 232524, 238746, 202243, 199008, 156650, 219514, 189849, 234790, 241648,185064
508,224540, 198914, 172780, 233943, 242336, 226450, 183644, 232639, 199890, 221923,224540
509,206161, 164339, 231280, 225441, 187478, 224854, 2492, 241954, 244716, 239503,206161
510,202909, 216396, 246664, 181298, 244727, 192596, 209109, 227630, 215412, 181175,202909
511,238550, 224842, 243286, 223323, 221323, 221926, 237848, 197597, 221576, 245062,238550
512,226161, 202325, 222585, 212260, 194361, 232509, 231945, 230685, 137356, 221528,226161
513,229067, 208992, 228378, 173568, 242359, 199917, 195286, 160295, 226721, 239340,229067
514,202986, 234977, 198846, 236172, 216079, 200113, 201878, 203843, 230291, 223069,202986
515,233545, 244564, 163616, 236416, 232342, 189725, 243185, 204939, 214575, 228908,233545
516,208372, 190311, 187936, 223330, 217616, 214034, 213203, 172937, 212197, 160000,208372
517,172141, 170084, 213887, 216191, 234511, 235360, 231486, 236169, 239990, 239483,172141
518,237201, 160212, 237655, 246875, 252584, 193844, 214964, 213545, 241587, 243857,237201
519,201325, 220805, 224656, 215556, 177280, 192624, 198253, 236466, 202799, 211565,201325
520,177934, 242342, 245326, 239038, 234692, 220534, 235088, 229456, 189303, 239588,177934
521,216390, 244020, 240502, 245019, 242764, 212958, 233476, 216014, 211361, 227591,216390
522,214192, 251228, 246130, 232629, 248489, 138110, 172290, 187337, 211063, 213092,214192
523,233887, 178311, 234151, 222599, 242627, 236761, 192437, 232968, 237505, 160088,233887
524,241062, 240398, 219505, 241071, 170516, 234653, 211117, 189946, 221853, 240668,241062
525,229249, 210237, 216526, 237232, 200895, 172928, 243529, 235580, 188768, 179891,229249
526,226401, 210952, 231967, 199137, 240245, 172649, 234903, 236675, 190058, 247928,226401
527,202663, 193133, 232920, 155694, 228665, 53593, 220123, 238955, 212725, 244017,202663
528,252077, 209504, 241622, 228716, 232629, 224440, 242611, 176526, 242918, 210495,252077
529,137449, 205496, 248548, 226467, 235719, 238171, 205075, 237936, 237692, 243631,137449
530,204830, 204939, 194894, 231108, 239485, 214776, 223925, 216773, 236678, 230495,204830
531,211954, 193738, 230323, 176994, 185064, 212616, 222256, 227823, 201325, 144200,211954
532,237361, 225693, 222164, 202493, 229178, 173147, 225850, 231028, 225976, 218658,237361
533,202848, 215111, 215368, 206575, 158994, 243881, 215250, 225403, 225735, 216773,202848
534,203775, 199393, 241477, 219678, 243502, 223956, 159145, 233037, 245085, 199493,203775
535,210118, 184520, 169590, 224995, 234070, 200395, 234283, 225145, 199982, 180283,210118
536,209335, 236006, 207620, 237174, 200954, 203056, 245489, 182045, 184136, 210747,209335
537,184461, 186565, 204436, 237556, 213602, 227148, 231415, 224134, 210380, 232623,184461
538,181006, 235155, 224336, 149727, 196972, 209800, 251665, 252675, 142966, 223334,181006
539,246432, 237425, 244060, 171831, 190033, 168556, 221358, 239053, 237582, 207507,246432
540,202814, 230431, 216172, 181271, 205674, 186305, 210814, 233999, 225342, 240139,202814
541,228644, 148496, 229699, 192114, 214937, 232756, 229705, 217616, 169404, 243992,228644
542,232101, 199986, 183712, 198453, 232382, 243764, 188383, 201418, 193983, 236010,232101
543,237152, 238578, 190815, 229658, 210008, 213761, 220932, 225867, 238214, 242397,237152
544,250774, 184031, 200315, 235036, 237176, 234509, 227746, 209440, 210287, 212037,250774
545,238005, 190614, 216773, 206635, 205443, 248045, 214988, 199700, 240451, 225614,238005
546,215383, 240698, 243347, 236914, 237333, 227976, 217998, 228908, 244197, 189387,215383
547,180293, 163757, 199977, 242241, 219626, 190467, 211105, 240286, 237704, 177491,180293
548,225590, 182435, 229428, 146562, 220708, 225356, 240027, 151376, 230731, 229917,225590
549,189680, 251668, 234645, 202501, 152031, 200759, 244155, 199602, 216076, 222144,189680
550,235464, 233060, 244221, 193080, 209378, 235952, 176207, 189084, 198654, 243893,235464
551,237457, 186101, 228520, 167159, 225146, 211260, 200463, 199170, 199813, 220534,237457
552,137498, 220429, 202238, 192608, 208269, 230498, 182944, 229428, 247464, 226380,137498
553,235421, 156321, 191552, 216699, 183007, 242229, 252115, 237662, 162508, 237283,235421
554,200322, 162981, 200588, 247013, 204071, 245435, 186115, 233151, 140497, 205210,200322
555,221587, 191726, 243358, 164559, 208295, 211204, 246798, 212338, 159916, 122849,221587
556,240764, 237419, 236841, 237655, 208621, 203747, 239480, 243358, 233404, 206005,240764
557,238010, 222878, 240813, 178090, 211231, 188336, 241551, 210285, 231664, 224458,238010
558,242382, 234856, 234706, 233401, 221456, 211460, 208636, 222400, 215982, 220030,242382
559,221704, 138816, 237720, 241206, 225435, 186682, 238962, 148255, 240298, 245158,221704
560,205429, 216749, 186832, 244391, 234989, 181721, 204260, 245907, 236167, 236406,205429
561,224108, 137987, 235729, 241418, 223752, 230317, 246155, 232250, 225024, 202932,224108
562,179592, 246829, 242134, 45595, 221750, 225100, 244355, 230661, 204786, 184432,179592
563,240640, 244320, 160179, 237692, 215660, 204814, 214906, 160081, 239465, 231836,240640
564,153298, 183789, 192678, 208160, 226014, 221958, 202493, 228701, 202477, 140293,153298
565,198625, 236653, 191910, 230298, 225381, 251386, 228321, 252085, 213559, 216796,198625
566,237041, 160014, 242187, 197990, 234413, 222825, 192985, 244538, 231105, 165536,237041
567,218576, 14907, 229348, 173671, 247332, 204823, 160115, 244478, 235374, 238958,218576
568,235095, 138153, 240701, 206134, 184397, 242614, 235361, 158676, 240257, 238947,235095
569,229668, 212560, 167563, 193164, 204240, 240638, 171896, 240479, 245931, 236311,229668
570,182451, 234648, 244065, 205934, 199283, 181848, 238911, 242253, 231199, 231972,182451
571,210688, 189433, 202371, 190432, 207828, 246328, 243304, 235266, 223953, 199151,210688
572,234611, 222853, 203875, 233262, 235814, 232439, 239886, 225771, 227629, 216810,234611
573,226580, 226797, 202371, 243210, 182160, 167661, 235840, 248010, 226777, 242125,226580
574,234472, 165321, 237267, 230528, 191566, 236256, 208907, 243125, 238882, 221697,234472
575,221311, 252885, 190060, 240530, 229359, 205491, 193081, 222916, 180755, 225731,221311
576,193528, 236944, 190504, 235580, 251782, 225285, 212208, 229839, 233128, 183741,193528
577,236570, 234667, 232332, 241187, 244182, 237213, 234472, 200840, 229107, 211840,236570
578,213914, 252296, 182761, 229625, 240792, 223633, 245172, 248074, 241021, 235815,213914
579,172018, 240424, 234278, 224140, 197921, 163774, 206534, 247993, 208302, 214940,172018
580,239378, 187818, 239480, 233416, 197907, 186839, 247971, 199002, 240959, 223114,239378
581,240509, 246432, 248752, 187535, 224317, 219900, 193601, 238347, 242764, 228692,240509
582,177508, 238934, 203615, 244441, 252032, 231889, 176007, 226456, 244136, 182047,177508
583,239591, 203801, 208592, 211061, 196916, 199074, 220588, 244226, 160210, 232768,239591
584,218789, 199726, 208602, 244565, 205393, 157716, 251503, 238374, 49161, 217709,218789
585,216273, 234229, 219737, 211850, 228124, 182836, 157665, 235582, 198394, 241017,216273
586,204691, 238019, 177906, 242865, 160187, 192241, 218660, 234972, 178424, 238589,204691
587,229559, 232271, 229864, 185226, 228961, 220774, 205343, 246166, 235172, 189457,229559
588,242997, 237936, 233060, 183568, 203606, 230506, 205929, 177571, 242291, 200461,242997
589,186905, 243638, 143751, 144622, 240257, 214968, 238224, 235500, 225715, 213369,186905
590,240221, 235868, 246253, 216078, 244624, 240842, 237681, 174381, 207806, 236037,240221
591,213717, 177100, 233887, 228808, 107305, 247336, 223922, 215871, 243212, 229767,213717
592,203746, 233288, 234297, 241056, 224149, 212075, 245532, 201572, 243955, 185204,203746
593,176575, 239922, 239848, 223186, 244397, 165880, 170516, 244882, 227792, 232314,176575
594,204472, 230000, 240433, 208929, 231950, 212230, 199393, 194924, 148526, 228730,204472
595,219736, 187093, 146058, 244828, 233483, 241502, 206225, 201572, 219740, 240121,219736
596,241273, 241599, 239922, 158902, 245252, 220816, 149727, 208999, 208589, 239393,241273
597,243740, 244812, 239404, 225668, 230199, 228169, 236678, 219689, 225730, 229343,243740
598,230876, 220149, 198193, 188206, 239660, 240744, 215855, 241714, 177083, 240059,230876
599,209610, 209162, 239808, 230697, 235503, 236909, 192985, 239438, 178143, 232250,209610
600,235579, 181120, 243449, 172685, 252544, 51101, 169216, 232659, 246974, 219391,235579
601,202476, 221493, 240351, 224461, 189563, 250902, 215822, 241433, 156616, 242342,202476
602,216459, 251800, 189849, 205512, 235228, 238171, 183382, 209423, 238305, 210411,216459
603,204725, 233791, 243538, 172886, 232419, 230199, 224090, 248791, 193376, 202429,204725
604,246730, 213959, 198825, 228600, 204078, 160100, 192645, 239038, 247309, 236842,246730
605,240133, 188044, 216376, 199745, 236991, 187077, 240024, 179875, 248139, 177525,240133
606,225652, 204447, 216475, 221589, 213974, 187517, 152505, 214771, 238210, 211612,225652
607,210944, 229948, 205167, 50542, 242912, 178224, 221219, 225986, 213317, 223879,210944
608,192321, 205211, 238860, 211826, 190620, 204021, 234858, 204125, 185068, 221660,192321
609,53832, 251300, 178490, 238889, 184183, 230815, 231722, 232127, 243613, 157407,53832
610,248488, 179869, 204823, 156704, 248010, 216705, 200210, 250759, 217287, 205218,248488
611,222660, 201266, 246697, 230005, 241070, 230183, 205346, 246594, 237608, 199726,222660
612,247121, 208929, 203672, 225365, 227603, 211345, 165496, 211221, 251343, 110787,247121
613,215170, 230534, 49939, 206154, 231027, 234875, 252159, 248045, 209885, 163925,215170
614,235124, 164082, 207657, 216321, 221000, 231713, 222013, 227555, 223879, 248398,235124
615,252000, 220429, 221985, 142270, 166855, 243892, 225482, 235946, 212377, 183147,252000
616,243284, 185373, 203424, 240075, 197422, 228357, 190491, 221270, 231120, 216299,243284
617,237744, 229628, 245158, 186115, 160741, 146947, 213281, 178571, 188274, 222724,237744
618,202662, 224250, 225395, 221443, 245795, 237512, 212231, 220697, 232505, 198810,202662
619,201536, 240915, 240605, 208014, 182091, 239577, 239617, 238685, 242637, 221631,201536
620,225996, 169181, 229619, 221456, 229040, 242490, 226855, 222493, 212424, 205201,225996
621,224423, 226545, 135697, 217649, 205496, 252191, 224995, 241775, 221462, 237969,224423
622,218298, 211828, 188166, 189163, 233505, 237160, 213905, 239726, 213127, 159978,218298
623,235656, 214583, 238505, 208114, 198717, 175961, 227565, 232524, 210868, 244241,235656
624,206317, 229475, 212449, 185068, 226382, 227174, 115533, 223597, 246234, 251294,206317
625,202208, 246067, 240984, 221896, 196972, 240289, 202117, 239101, 183820, 187218,202208
626,242237, 204347, 218359, 204071, 244395, 219106, 252889, 182822, 239135, 243128,242237
627,240038, 219571, 173654, 217201, 248071, 219466, 220523, 230855, 184220, 183544,240038
628,179930, 190666, 186783, 237767, 225436, 225062, 179847, 168583, 205188, 171895,179930
629,203864, 209608, 212273, 239927, 232005, 217050, 205188, 199386, 205451, 207950,203864
630,240986, 202524, 189586, 208480, 193337, 236657, 211623, 237135, 232722, 216076,240986
631,243365, 234760, 54008, 186452, 240904, 252171, 146460, 228941, 209711, 245719,243365
632,166093, 233562, 244662, 232269, 226721, 162886, 234667, 242236, 252863, 172529,166093
633,202128, 244565, 230631, 235849, 185349, 172573, 236991, 245431, 204217, 216376,202128
